
1,30.2746,30.3065
2,15.5263,15.5449
4,8.03702,8.0174
7,5.05075,5.04141
8,4.50654,4.54618
16,5.21163,4.98377
20,4.968,4.77025
40,4.29207,4.54256
80,5.50203,6.34464
